35795 2012 00002 00367 9  1.00            2012-03-01 00:00:00 00693 00158 10559 1           00018                                                                                                                                                                                                           0.00           
35796 2012 00002 00373 9  1.00            2012-03-01 00:00:00 00693 00158 10559 1           00010                                                                                                                                                                                                           0.00           
35807 2012 00005 00214 9  3.00            2012-03-01 00:00:00 00693 00158 10732 1           00012                                                                                                                                                                                                           0.00           
35808 2012 00005 00228 9  1.00            2012-03-01 00:00:00 00693 00158 10732 1           00012                                                                                                                                                                                                           0.00           
35809 2012 00016 00096 9  10.00           2012-03-01 00:00:00 00693 00158 10732 1           00095                                                                                                                                                                                                           0.00           
35810 2012 00016 00383 9  1.00            2012-03-01 00:00:00 00693 00158 10732 1           00095                                                                                                                                                                                                           0.00           
35835 2012 00002 00367 8  1.00            2012-02-24 00:00:00 00693 00158 10632 1           00010                                                                                                                                                                                                           0.00           
35836 2012 00002 00373 8  2.00            2012-02-24 00:00:00 00693 00158 10632 1           00007                                                                                                                                                                                                           0.00           
35837 2012 00014 00114 8  2.00            2012-02-24 00:00:00 00693 00158 10632 1           00012                                                                                                                                                                                                           0.00           
35838 2012 00014 00381 8  1.00            2012-02-24 00:00:00 00693 00158 10632 1           00033                                                                                                                                                                                                           0.00           
35839 2012 00016 00096 8  18.00           2012-02-24 00:00:00 00693 00158 10632 1           00093                                                                                                                                                                                                           0.00           
35840 2012 00016 00383 8  1.00            2012-02-24 00:00:00 00693 00158 10632 1           00095                                                                                                                                                                                                           0.00           
35841 2012 00002 00367 7  1.00            2012-02-14 00:00:00 00693 00158 10624 1           00010                                                                                                                                                                                                           0.00           
35842 2012 00002 00373 7  2.00            2012-02-14 00:00:00 00693 00158 10624 1           00007                                                                                                                                                                                                           0.00           
35843 2012 00005 00214 7  6.00            2012-02-14 00:00:00 00693 00158 10624 1           00012                                                                                                                                                                                                           0.00           
35844 2012 00005 00228 7  1.00            2012-02-14 00:00:00 00693 00158 10624 1           00012                                                                                                                                                                                                           0.00           
35845 2012 00002 00367 7  1.00            2012-02-14 00:00:00 00693 00158 10605 1           00018                                                                                                                                                                                                           0.00           
35846 2012 00002 00373 7  3.00            2012-02-14 00:00:00 00693 00158 10605 1           00007                                                                                                                                                                                                           0.00           
35847 2012 00002 00367 9  1.00            2012-03-02 00:00:00 00693 00158 10564 1           00018                                                                                                                                                                                                           0.00           
35848 2012 00002 00373 9  2.00            2012-03-02 00:00:00 00693 00158 10564 1           00010                                                                                                                                                                                                           0.00           
35849 2012 00016 00096 9  10.00           2012-03-02 00:00:00 00693 00158 10564 1           00095                                                                                                                                                                                                           0.00           
35850 2012 00016 00383 9  1.00            2012-03-02 00:00:00 00693 00158 10564 1           00093                                                                                                                                                                                                           0.00           
35851 2012 00002 00367 9  1.00            2012-03-01 00:00:00 00693 00158 10699 1           00018                                                                                                                                                                                                           0.00           
35852 2012 00002 00373 9  1.00            2012-03-01 00:00:00 00693 00158 10699 1           00010                                                                                                                                                                                                           0.00           
35853 2012 00016 00096 9  16.00           2012-03-01 00:00:00 00693 00158 10699 1           00095                                                                                                                                                                                                           0.00           
35854 2012 00016 00383 9  1.00            2012-03-01 00:00:00 00693 00158 10699 1           00095                                                                                                                                                                                                           0.00           
